Sample_ID,Site,Inclusive site,Geologic Member/Level,Order,Family.modifier,Family,Tribe.modifier,Tribe,Reference/ Repository
17-67-955,Omo,Omo,MemberA,Proboscidea,,Elephantidae,,,Omo/Shungura Database
17-67-955,Omo,Omo,MemberA,Proboscidea,,Elephantidae,,,Omo/Shungura Database
17-67-955,Omo,Omo,MemberA,Proboscidea,,Elephantidae,,,Omo/Shungura Database
17-67-955,Omo,Omo,MemberA,Proboscidea,,Elephantidae,,,Omo/Shungura Database
17-67-955,Omo,Omo,MemberA,Proboscidea,,Elephantidae,,,Omo/Shungura Database
17-67-955,Omo,Omo,MemberA,Proboscidea,,Elephantidae,,,Omo/Shungura Database
17-67-955,Omo,Omo,MemberA,Proboscidea,,Elephantidae,,,Omo/Shungura Database
17-67-955,Omo,Omo,MemberA,Proboscidea,,Elephantidae,,,Omo/Shungura Database
17-67-955,Omo,Omo,MemberA,Proboscidea,,Elephantidae,,,Omo/Shungura Database
17-67-955,Omo,Omo,MemberA,Proboscidea,,Elephantidae,,,Omo/Shungura Database
17-67-955,Omo,Omo,MemberA,Proboscidea,,Elephantidae,,,Omo/Shungura Database
17-67-955A,Omo,Omo,MemberA,Proboscidea,,Elephantidae,,,Omo/Shungura Database
17-67-955B,Omo,Omo,MemberA,Proboscidea,,Elephantidae,,,Omo/Shungura Database
17-67-955C,Omo,Omo,MemberA,Proboscidea,,Elephantidae,,,Omo/Shungura Database
17-67-829,Omo,Omo,MemberA,Proboscidea,,Elephantidae,,,Omo/Shungura Database
17-67-919,Omo,Omo,MemberA,Proboscidea,,Elephantidae,,,Omo/Shungura Database
17-67-923,Omo,Omo,MemberA,Proboscidea,,Elephantidae,,,Omo/Shungura Database
Omo 127-72-11,Omo,Omo,A,Proboscidea,,Deinotheriidae ,,,Omo/Shungura Database
Omo 127-72-5,Omo,Omo,A,Proboscidea,,Deinotheriidae ,,,Omo/Shungura Database
Omo 127-72-90,Omo,Omo,A,Proboscidea,,Deinotheriidae ,,,Omo/Shungura Database
Omo 127-72-4,Omo,Omo,A,Proboscidea,,Deinotheriidae ,,,Omo/Shungura Database
Omo 127-72-2,Omo,Omo,A,Proboscidea,,Deinotheriidae ,,,Omo/Shungura Database
Omo 127-72-7,Omo,Omo,A,Proboscidea,,Deinotheriidae ,,,Omo/Shungura Database
Omo 127-72-6,Omo,Omo,A,Proboscidea,,Elephantidae,,,Omo/Shungura Database
Omo 127-6-72,Omo,Omo,A,Proboscidea,,Elephantidae,,,Omo/Shungura Database
Omo 127-73-5506,Omo,Omo,A,Proboscidea,,Elephantidae,,,Omo/Shungura Database
Omo 127-72-140,Omo,Omo,A,Proboscidea,,Elephantidae,,,Omo/Shungura Database
Omo 128-72-32,Omo,Omo,A,Proboscidea,,Elephantidae,,,Omo/Shungura Database
17-67-833,Omo,Omo,MemberA,Proboscidea,,Elephantidae,,,Omo/Shungura Database
18-72-140,Omo,Omo,MemberA,Proboscidea,,Elephantidae,,,Omo/Shungura Database
18-72-32,Omo,Omo,MemberA,Proboscidea,,Elephantidae,,,Omo/Shungura Database
18-72-6,Omo,Omo,MemberA,Proboscidea,,Elephantidae,,,Omo/Shungura Database
18-72-7,Omo,Omo,MemberA,Proboscidea,,Elephantidae,,,Omo/Shungura Database
18-73-5506,Omo,Omo,MemberA,Proboscidea,,Elephantidae,,,Omo/Shungura Database
L-1-1,Omo,Omo,MemberA,Proboscidea,,Elephantidae,,,Omo/Shungura Database
Omo 81-70-218,Omo,Omo,A,,,Suidae,,Potamochoerini,Omo/Shungura Database
KNM WT 14926 ,West Turkana,West Turkana,Lokochot,Artiodactyla,,Bovidae,,Aepycerotini,Turkana Basin Database
KNM WT 14930 ,West Turkana,West Turkana,Lokochot,Artiodactyla,,Bovidae,,Aepycerotini,Turkana Basin Database
KNM WT 14932 ,West Turkana,West Turkana,Lokochot,Artiodactyla,,Bovidae,,Aepycerotini,Turkana Basin Database
KNM WT 14937 ,West Turkana,West Turkana,Lokochot,Artiodactyla,,Bovidae,,Aepycerotini,Turkana Basin Database
KNM WT 14620 ,West Turkana,West Turkana,Lokochot,Artiodactyla,,Bovidae,,Antilopini,Turkana Basin Database
KNM WT 14620 ,West Turkana,West Turkana,Lokochot,Artiodactyla,,Bovidae,,Antilopini,Turkana Basin Database
KNM WT 16237 ,West Turkana,West Turkana,Lokochot,Artiodactyla,,Bovidae,,Antilopini,Turkana Basin Database
KNM WT 14510 ,West Turkana,West Turkana,Lokochot,Artiodactyla,,Hippopotamidae,,,Turkana Basin Database
KNM WT 14512 ,West Turkana,West Turkana,Lokochot,Artiodactyla,,Hippopotamidae,,,Turkana Basin Database
KNM WT 14513 ,West Turkana,West Turkana,Lokochot,Artiodactyla,,Hippopotamidae,,,Turkana Basin Database
KNM WT 14514 ,West Turkana,West Turkana,Lokochot,Artiodactyla,,Hippopotamidae,,,Turkana Basin Database
KNM WT 14515 ,West Turkana,West Turkana,Lokochot,Artiodactyla,,Hippopotamidae,,,Turkana Basin Database
KNM WT 14515 ,West Turkana,West Turkana,Lokochot,Artiodactyla,,Hippopotamidae,,,Turkana Basin Database
KNM WT 14515 ,West Turkana,West Turkana,Lokochot,Artiodactyla,,Hippopotamidae,,,Turkana Basin Database
KNM WT 14515 ,West Turkana,West Turkana,Lokochot,Artiodactyla,,Hippopotamidae,,,Turkana Basin Database
KNM WT 14515 ,West Turkana,West Turkana,Lokochot,Artiodactyla,,Hippopotamidae,,,Turkana Basin Database
KNM WT 14515 ,West Turkana,West Turkana,Lokochot,Artiodactyla,,Hippopotamidae,,,Turkana Basin Database
KNM WT 14515 ,West Turkana,West Turkana,Lokochot,Artiodactyla,,Hippopotamidae,,,Turkana Basin Database
KNM WT 14515 ,West Turkana,West Turkana,Lokochot,Artiodactyla,,Hippopotamidae,,,Turkana Basin Database
KNM WT 16386 ,West Turkana,West Turkana,Lokochot,Artiodactyla,,Hippopotamidae,,,Turkana Basin Database
KNM WT 17456 ,West Turkana,West Turkana,Lokochot,Artiodactyla,,Hippopotamidae,,,Turkana Basin Database
KNM WT 16610 ,West Turkana,West Turkana,Lokochot,Artiodactyla,,Bovidae,,Reduncini,Turkana Basin Database
KNM WT 14519 ,West Turkana,West Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNM WT 14526 ,West Turkana,West Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNM WT 14527 ,West Turkana,West Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNM WT 14529 ,West Turkana,West Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNM WT 14530 ,West Turkana,West Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNM WT 14532 ,West Turkana,West Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNM WT 16194 ,West Turkana,West Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNM WT 16199 ,West Turkana,West Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNM WT 16199 ,West Turkana,West Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNM WT 16199 ,West Turkana,West Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNM WT 16266 ,West Turkana,West Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNM WT 16268 ,West Turkana,West Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNM WT 17472 ,West Turkana,West Turkana,Lokochot,Artiodactyla,,Giraffidae,,,Turkana Basin Database
KNM WT 17472 ,West Turkana,West Turkana,Lokochot,Artiodactyla,,Giraffidae,,,Turkana Basin Database
KNM WT 14884 ,West Turkana,West Turkana,Lokochot,Artiodactyla,,Bovidae,,Tragelaphini,Turkana Basin Database
KNM WT 14892 ,West Turkana,West Turkana,Lokochot,Artiodactyla,,Bovidae,,Tragelaphini,Turkana Basin Database
KNM WT 18673 ,West Turkana,West Turkana,Lokochot,Artiodactyla,,Bovidae,,Tragelaphini,Turkana Basin Database
KNM WT 18673 ,West Turkana,West Turkana,Lokochot,Artiodactyla,,Bovidae,,Tragelaphini,Turkana Basin Database
KNM WT 18673 ,West Turkana,West Turkana,Lokochot,Artiodactyla,,Bovidae,,Tragelaphini,Turkana Basin Database
KNM WT 39060 ,West Turkana,West Turkana,Lokochot,Artiodactyla,,Bovidae,,Tragelaphini,Turkana Basin Database
KNM WT 39886 ,West Turkana,West Turkana,Lokochot,Artiodactyla,,Bovidae,,Tragelaphini,Turkana Basin Database
KNM WT 39024 ,West Turkana,West Turkana,Lokochot,Artiodactyla,,Bovidae,,Antilopini,Turkana Basin Database
KNM WT 14993 ,West Turkana,West Turkana,Lokochot,Carnivora,,Felidae,,,Turkana Basin Database
KNM WT 14543 ,West Turkana,West Turkana,Lokochot,Perissodactyla,,Equidae,,Hipparionini,Turkana Basin Database
KNM WT 16090 ,West Turkana,West Turkana,Lokochot,Perissodactyla,,Equidae,,Hipparionini,Turkana Basin Database
KNM WT 16113 ,West Turkana,West Turkana,Lokochot,Perissodactyla,,Equidae,,Hipparionini,Turkana Basin Database
KNM WT 16121 ,West Turkana,West Turkana,Lokochot,Perissodactyla,,Equidae,,Hipparionini,Turkana Basin Database
KNM WT 22936 ,West Turkana,West Turkana,Lokochot,Primates,,Hominidae,,Hominini,Turkana Basin Database
KNM WT 22944 A,West Turkana,West Turkana,Lokochot,Primates,,Hominidae,,Hominini,Turkana Basin Database
KNM WT 22944 B,West Turkana,West Turkana,Lokochot,Primates,,Hominidae,,Hominini,Turkana Basin Database
KNM WT 22944 C,West Turkana,West Turkana,Lokochot,Primates,,Hominidae,,Hominini,Turkana Basin Database
KNM WT 22944 D,West Turkana,West Turkana,Lokochot,Primates,,Hominidae,,Hominini,Turkana Basin Database
KNM WT 22944 E,West Turkana,West Turkana,Lokochot,Primates,,Hominidae,,Hominini,Turkana Basin Database
KNM WT 22944 F,West Turkana,West Turkana,Lokochot,Primates,,Hominidae,,Hominini,Turkana Basin Database
KNM WT 40000 ,West Turkana,West Turkana,Lokochot,Primates,,Hominidae,,Hominini,Turkana Basin Database
KNM WT 22944 G,West Turkana,West Turkana,Lokochot,Primates,,Hominidae,,Hominini,Turkana Basin Database
KNM WT 22944 H,West Turkana,West Turkana,Lokochot,Primates,,Hominidae,,Hominini,Turkana Basin Database
KNM WT 22944 I,West Turkana,West Turkana,Lokochot,Primates,,Hominidae,,Hominini,Turkana Basin Database
KNM WT 22944 J,West Turkana,West Turkana,Lokochot,Primates,,Hominidae,,Hominini,Turkana Basin Database
KNM WT 22944 K,West Turkana,West Turkana,Lokochot,Primates,,Hominidae,,Hominini,Turkana Basin Database
KNM WT 14987 ,West Turkana,West Turkana,Lokochot,Proboscidea,,Deinotheriidae,,,Turkana Basin Database
KNM WT 14540 ,West Turkana,West Turkana,Lokochot,Proboscidea,,Elephantidae,,,Turkana Basin Database
